From,To,Overlap
ShouldNotBeDone.class,ShouldNotHaveFailed.class,0.1875
ShouldNotBeDone.class,ShouldNotBeCompleted.class,0.1875
ShouldNotBeDone.class,ShouldHaveFailed.class,0.1875
ShouldNotBeDone.class,ShouldBeCompleted.class,0.1875
ShouldBeCancelled.class,ShouldBeCompletedExceptionally.class,0.1875
ShouldBeCancelled.class,ShouldNotBeCompletedExceptionally.class,0.1875
ShouldBeCancelled.class,ShouldNotHaveFailed.class,0.1875
ShouldBeCancelled.class,ShouldNotBeCompleted.class,0.1875
ShouldBeCancelled.class,ShouldHaveFailed.class,0.1875
ShouldBeCancelled.class,ShouldBeCompleted.class,0.1875
ShouldBeCompletedExceptionally.class,ShouldNotBeCancelled.class,0.1875
ShouldBeCompletedExceptionally.class,ShouldBeDone.class,0.1875
ShouldNotBeCancelled.class,ShouldNotBeCompletedExceptionally.class,0.1875
ShouldNotBeCancelled.class,ShouldNotHaveFailed.class,0.1875
ShouldNotBeCancelled.class,ShouldNotBeCompleted.class,0.1875
ShouldNotBeCancelled.class,ShouldHaveFailed.class,0.1875
ShouldNotBeCancelled.class,ShouldBeCompleted.class,0.1875
ShouldBeDone.class,ShouldNotBeCompletedExceptionally.class,0.1875
ShouldBeDone.class,ShouldNotHaveFailed.class,0.1875
ShouldBeDone.class,ShouldNotBeCompleted.class,0.1875
ShouldBeDone.class,ShouldHaveFailed.class,0.1875
ShouldBeDone.class,ShouldBeCompleted.class,0.1875
AbstractLocalTimeAssert.class,AbstractLocalDateTimeAssert.class,0.185897435897436
ShouldNotBeEqualIgnoringCase.class,ShouldHaveSameTime.class,0.185185185185185
ShouldBeInSameDay.class,ShouldHaveSameTime.class,0.185185185185185
ShouldBeInSameMinute.class,ShouldHaveSameTime.class,0.185185185185185
ShouldNotContainKey.class,ShouldNotHaveSameClass.class,0.185185185185185
ShouldNotContainKey.class,ShouldNotBeOfClassIn.class,0.185185185185185
ShouldNotContainKey.class,ShouldBeOfClassIn.class,0.185185185185185
ShouldBeSame.class,ShouldNotHaveSameClass.class,0.185185185185185
ShouldBeSame.class,ShouldNotBeOfClassIn.class,0.185185185185185
ShouldBeSame.class,ShouldBeOfClassIn.class,0.185185185185185
ShouldBeInSameHour.class,ShouldHaveSameTime.class,0.185185185185185
ShouldBeInSameMonth.class,ShouldHaveSameTime.class,0.185185185185185
ShouldContainPattern.class,ShouldNotHaveSameClass.class,0.185185185185185
ShouldContainPattern.class,ShouldNotBeOfClassIn.class,0.185185185185185
ShouldContainPattern.class,ShouldBeOfClassIn.class,0.185185185185185
ShouldNotHaveSameClass.class,ShouldNotContainValue.class,0.185185185185185
ShouldNotBeOfClassIn.class,ShouldNotContainValue.class,0.185185185185185
ShouldNotContainValue.class,ShouldBeOfClassIn.class,0.185185185185185
ShouldHavePropertyOrField.class,ShouldBeEqualIgnoringCase.class,0.185185185185185
AbstractByteArrayAssert.class,AbstractIntArrayAssert.class,0.182203389830508
ShouldContainValues.class,ShouldNotContainKeys.class,0.181818181818182
ShouldBeBlank.class,ShouldBeEmpty.class,0.181818181818182
